sNo	Company Name	Full Company Name	sc Performance	sc Valuation	sc Growth	sc Profitability	sc Entry Point	sc Red Flags	Income Statements	2019 Total Revenue	2019 EBITDA	2019 Net Income	2019 PBT	2020 Total Revenue	2020 EBITDA	2020 Net Income	2020 PBT	2021 Total Revenue	2021 EBITDA	2021 Net Income	2021 PBT	2022 Total Revenue	2022 EBITDA	2022 Net Income	2022 PBT	PE Ratio
189	GLAND	Gland Pharma Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 25.04%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.78% to 1.55%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 23.98%, vs industry avg of 4.09%	2,129.76	771.86	451.89	686.34	2,772.41	1,094.63	772.85	992.86	3,597.66	1,437.01	996.97	1,334.82	4,624.65	1,734.09	1,211.66	1,618.55	19.86
190	IRFC	Indian Railway Finance Corp Ltd	 Low Hasn't faired well - amongst the low performers	 Avg Can be considered moderately valued vs the market	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 17.54%, vs industry avg of 15.86%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 11.14% to 11.97%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 45.5%, vs industry avg of 21.48%	11,133.59	2,901.99	2,254.73	2,901.57	13,421.09	3,192.54	3,192.08	3,192.08	15,770.86	4,420.55	4,416.12	4,416.12	20,301.60	6,104.18	6,089.83	6,090.15	6.66
191	SONACOMS	Sona BLW Precision Forgings Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 33.76%, vs industry avg of 7.63%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.3% to 0.92%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 51.8%, vs industry avg of -1.9%	775.78	276.54	172.96	227.82	1,275.82	480.11	360.34	387.01	1,568.64	429.45	215.16	299.99	2,163.94	592.41	361.55	432.18	78.21
192	ZOMATO	Zomato Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	BadThe stock is in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 74.47%, vs industry avg of 35.14%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 4.61% to 16.3%	2,630.64	-958.43	-964.95	-1,010.24	2,768.44	-2,288.73	-2,367.17	-2,385.61	2,118.40	-667.30	-812.80	-815.10	5,010.30	-1,058.20	-1,208.70	-1,220.50	-62.49
193	DEVYANI	Devyani International Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	BadThe stock is in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.77%, vs industry avg of 7.48%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 11.19% to 15.53%	1,336.83	246.95	-79.24	-92.86	1,569.62	264.68	-121.68	-119.58	1,274.12	316.66	-55.21	-64.05	2,103.38	473.20	156.33	123.14	81.37
194	NYKAA	Fsn E-Commerce Ventures Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is not in the overbought zone	 Low No red flag found	Income statement not found	1,116.38	25.85	-24.52	-31.72	1,777.85	93.31	-16.62	-12.44	2,452.66	170.01	61.55	66.13	3,800.91	191.03	41.09	47.32	1,653.98
195	POLICYBZR	PB Fintech Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	 Avg The stock is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 63.48%, vs industry avg of 35.14%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.98% to 5.04%	528.81	-299.43	-346.81	-337.43	855.57	-235.49	-304.03	-294.84	957.41	-88.88	-150.25	-141.92	1,550.28	-776.79	-832.91	-833.39	-57.18
196	PAYTM	One 97 Communications Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	 Avg The stock is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 30.22%, vs industry avg of 13.1%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 11.54% to 22.46%	3,628.60	-4,088.00	-4,181.60	-4,237.40	3,538.60	-2,730.10	-2,842.20	-2,958.20	3,187.60	-1,482.00	-1,696.10	-1,698.30	5,262.40	-2,095.90	-2,392.90	-2,385.10	-25.33
197	AWL	Adani Wilmar Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	 Avg The stock is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 18.66%, vs industry avg of 12.59%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 32.7% to 48.03%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 28.47%, vs industry avg of 10.12%	28,919.68	1,253.45	375.51	567.25	29,766.99	1,419.47	460.87	609.01	37,194.69	1,429.59	728.51	755.21	54,385.89	1,908.61	803.73	1,058.76	100.87
198	MSUMI	Motherson Sumi Wiring India Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	 Avg The stock is not in the overbought zone	 Low No red flag found	Income statement not found	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	3,961.30	576.70	396.20	532.00	5,665.00	694.90	410.70	560.90	52.65
199	LICI	Life Insurance Corporation Of India	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	 Avg The stock is not in the overbought zone	 Low No red flag found	Income statement not found	5,74,122.96	8,535.54	2,627.37	8,199.13	6,48,912.75	13,923.43	2,710.47	13,544.07	7,03,733.34	12,567.50	2,974.14	12,150.87	7,24,744.32	12,574.07	4,124.71	12,137.88	10.23
