sNo,Company Name,Full Company Name,sc Performance,sc Valuation,sc Growth,sc Profitability,sc Entry Point,sc Red Flags,Income Statements,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio,Entry_point_Sentiment,Growth_Sentiment,Profitability_Sentiment,RedFlag_Sentiment,Performance_Sentiment,Valuation_Sentiment,Sentiment,News Sentiment Score
439.0,ZEEL,Zee Entertainment Enterprises Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 1.07%, vs industry avg of 7.99%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 56.98% to 40.94%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -15.37%, vs industry avg of 0.15%",8193.60,2799.60,1567.10,2434.50,8526.50,1371.80,526.50,956.30,7840.30,1577.60,800.10,1255.60,8310.70,1706.50,964.60,1415.50,390.10,1.0,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,0.0
440.0,ZENSARTECH,Zensar Technologies Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.31%, vs industry avg of 9.91%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 0.79% to 0.71%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 12.13%, vs industry avg of 9.03%",4059.01,572.11,313.59,445.38,4270.10,595.48,263.42,375.79,3806.80,661.10,300.00,432.90,4381.50,794.20,416.30,574.10,27.55,2.0,0.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.9594
441.0,YESBANK,Yes Bank Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 1.67%, vs industry avg of 10.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 5.13% to 3.44%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -20.45%, vs industry avg of 17.6%",34299.28,2654.46,1709.27,2349.01,38008.12,-20496.25,-16432.56,-20838.18,23146.36,-4401.75,-3488.93,-4761.78,22423.52,1837.02,1064.05,1433.69,64.87,2.0,0.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.6644
442.0,HLEGLAS,HLE Glascoat Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 51.87%, vs industry avg of 9.13%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.15% to 0.76%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 79.4%, vs industry avg of 17.99%",362.23,49.10,17.90,27.52,431.21,77.33,38.24,56.56,488.42,96.46,52.32,77.24,660.26,109.60,58.17,84.31,66.04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
443.0,CAMS,Computer Age Management Services Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.41%, vs industry avg of 8.8%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.62% to 0.79%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 21.69%, vs industry avg of -17.94%",711.81,261.74,130.45,200.87,720.87,307.81,171.82,246.84,735.26,325.78,205.31,274.47,926.94,441.40,286.95,382.65,36.97,1.0,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,0.0
444.0,ANGELONE,Angel One Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, High Strong financials and growth story over the years, High Showing good signs of profitability & efficiency, Avg The stock is underpriced but is in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 32.98%, vs industry avg of 12.02%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.55% to 5.8%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 82.31%, vs industry avg of 11.66%",789.11,144.42,79.83,124.42,754.72,135.25,82.35,114.33,1298.98,428.31,296.84,409.95,2297.12,855.10,624.81,836.46,14.03,1.0,2.0,2.0,2.0,0.0,0.0,1.1666666666666667,0.0
445.0,UTIAMC,UTI Asset Management Company Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, High Strong financials and growth story over the years, High Showing good signs of profitability & efficiency, Avg The stock is underpriced but is in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.94%, vs industry avg of 4.97%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 7.54% to 7.84%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 10.75%, vs industry avg of 16.42%",1080.90,520.40,352.83,491.25,889.96,374.89,271.46,341.30,1172.82,638.81,494.14,603.03,1327.27,697.00,534.29,660.18,20.42,1.0,2.0,2.0,2.0,0.0,0.0,1.1666666666666667,0.0
446.0,MAZDOCK,Mazagon Dock Shipbuilders Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.42%, vs industry avg of 7.73%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 48.04% to 47.46%",5231.14,878.04,532.48,778.12,5463.00,808.60,470.52,726.78,4621.92,674.25,513.86,603.82,6143.55,838.78,610.84,749.33,19.95,0.0,0.0,2.0,2.0,1.0,0.0,0.8333333333333334,0.9980666666666668
447.0,EQUITASBNK,Equitas Small Finance Bank Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 26.91%, vs industry avg of 10.26%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.3% to 0.61%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 21.94%, vs industry avg of 17.6%",2394.83,415.50,210.55,323.72,2927.79,473.16,243.63,376.71,3612.46,587.69,384.22,511.26,3997.23,453.40,280.74,378.12,16.33,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
448.0,GLAND,Gland Pharma Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 25.04%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.78% to 1.55%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 23.98%, vs industry avg of 4.09%",2129.76,771.86,451.89,686.34,2772.41,1094.63,772.85,992.86,3597.66,1437.01,996.97,1334.82,4624.65,1734.09,1211.66,1618.55,20.23,1.0,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,0.0
