sNo,Company Name,Full Company Name,sc Performance,sc Valuation,sc Growth,sc Profitability,sc Entry Point,sc Red Flags,Income Statements,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio,Entry_point_Sentiment,Growth_Sentiment,Profitability_Sentiment,RedFlag_Sentiment,Performance_Sentiment,Valuation_Sentiment
472,APTUS,Aptus Value Housing Finance India Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 46.07%, vs industry avg of 14.47%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.12% to 0.45%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 58.33%, vs industry avg of 6.14%",338.42,155.93,111.70,153.00,523.72,253.09,211.01,247.28,658.21,350.77,266.94,345.09,840.21,486.62,370.13,480.01,27.12,1,0,2,2,0,0
473,VIJAYA,Vijaya Diagnostic Centre Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,Income statement not found,302.95,118.48,45.87,65.32,354.18,147.98,62.53,83.42,388.60,177.83,84.49,112.13,475.20,216.52,109.67,147.38,47.03,1,0,2,2,0,0
474,NYKAA,Fsn E-Commerce Ventures Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,Income statement not found,"1,116.38",25.85,-24.52,-31.72,"1,777.85",93.31,-16.62,-12.44,"2,452.66",170.01,61.55,66.13,"3,800.91",191.03,41.09,47.32,"1,712.61",1,0,2,2,0,0
475,POLICYBZR,PB Fintech Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth," Avg Average profitability - not good, not bad", Avg The stock is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 63.48%, vs industry avg of 35.14%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.98% to 5.04%",528.81,-299.43,-346.81,-337.43,855.57,-235.49,-304.03,-294.84,957.41,-88.88,-150.25,-141.92,"1,550.28",-776.79,-832.91,-833.39,-56.46,1,0,1,2,0,0
476,SAPPHIRE,Sapphire Foods India Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.17%, vs industry avg of 7.48%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 6.85% to 12.99%","1,203.57",48.31,-44.68,-43.56,"1,351.73",102.52,-157.53,-160.98,"1,081.24",186.02,-98.47,-98.70,"1,759.55",343.00,46.47,51.39,37.24,1,0,2,2,0,0
477,PAYTM,One 97 Communications Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth," Avg Average profitability - not good, not bad",BadThe stock is in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 30.22%, vs industry avg of 13.1%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 11.54% to 22.46%","3,628.60","-4,088.00","-4,181.60","-4,237.40","3,538.60","-2,730.10","-2,842.20","-2,958.20","3,187.60","-1,482.00","-1,696.10","-1,698.30","5,262.40","-2,095.90","-2,392.90","-2,385.10",-29.07,0,0,1,2,0,0
478,LATENTVIEW,Latent View Analytics Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 33.51%, vs industry avg of 9.91%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.03% to 0.07%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 22.79%, vs industry avg of 9.03%",295.90,80.64,59.65,70.49,329.68,99.75,72.85,90.20,326.71,125.40,91.46,115.92,451.41,165.58,129.51,154.17,44.69,1,1,2,2,0,0
479,GOCOLORS,Go Fashion (India) Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 30.09%, vs industry avg of 7.79%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.3% to 0.75%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 34.65%, vs industry avg of 29%",298.52,86.70,30.94,42.21,410.88,132.94,52.64,68.29,299.49,79.06,-3.54,-3.14,430.20,141.52,35.59,47.86,77.93,1,1,2,2,0,0
480,STARHEALTH,Star Health and Allied Insurance Company Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 39.45%, vs industry avg of 16.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 1% to 0.92%","3,775.06",210.35,128.24,182.26,"4,986.55",442.86,268.00,413.42,"5,050.63","-1,400.08","-1,085.72","-1,445.81","10,610.09","-1,353.34","-1,040.68","-1,396.64",48.63,1,1,2,2,0,0
481,MAPMYINDIA,CE Info Systems Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,Income statement not found,163.34,53.59,33.57,41.81,163.48,44.20,23.19,31.59,192.27,91.21,59.82,78.88,241.99,127.75,87.03,117.33,58.69,0,0,2,2,0,0
482,METROBRAND,Metro Brands Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.17%, vs industry avg of 4.56%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 12.63% to 13.63%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 18.38%, vs industry avg of 7.62%","1,236.90",356.03,147.82,228.13,"1,311.07",378.76,156.73,218.42,878.54,251.16,68.20,84.51,"1,401.57",467.81,211.59,283.14,72.13,1,1,2,2,0,0
